,index_content,word,nature,content_type,index_word
33345,1221,日,m,neg,12
33348,1221,影子,n,neg,13
33350,1221,两个,m,neg,14
33351,1221,电话,n,neg,15
33353,1221,没人接,v,neg,16
33357,1221,服务,vn,neg,17
33359,1221,差,a,neg,18
33362,1222,水管,n,neg,1
33365,1222,放水,v,neg,2
33366,1222,开关,v,neg,3
33367,1222,真,d,neg,4
33371,1222,烂,n,neg,5
33374,1222,真,d,neg,6
33380,1223,止回阀,l,neg,1
33381,1223,不起作用,l,neg,2
33384,1223,能效,n,neg,3
33385,1223,标识,n,neg,4
33387,1223,怀疑,v,neg,5
33389,1223,假货,n,neg,6
33393,1223,实体店,n,neg,7
33396,1224,东西,ns,neg,1
33399,1224,好不好,l,neg,2
33403,1224,安装,v,neg,3
33407,1224,送,v,neg,4
33408,1224,快递,v,neg,5
33411,1224,差,a,neg,6
33413,1224,极致,d,neg,7
33416,1224,没见,v,neg,8
33419,1224,自大狂,l,neg,9
33420,1224,妄,d,neg,10
33422,1224,快递,v,neg,11
33423,1224,哥,n,neg,12
33425,1224,大清早,l,neg,13
33427,1224,打电话,l,neg,14
33431,1224,接到,v,neg,15
33433,1224,几秒,m,neg,16
33436,1224,回,v,neg,17
33437,1224,电话,n,neg,18
33440,1224,劈头盖脸,i,neg,19
33443,1224,骂,v,neg,20
33445,1224,一顿,m,neg,21
33447,1224,质问,n,neg,22
33449,1224,东西,ns,neg,23
33454,1224,扒拉,v,neg,24
33455,1224,扒拉,v,neg,25
33456,1224,骂,v,neg,26
33458,1224,一堆,m,neg,27
33460,1224,太,d,neg,28
33462,1224,素质,n,neg,29
33463,1224,太,d,neg,30
33464,1224,没教养,l,neg,31
33469,1224,第一次,m,neg,32
33472,1224,东西,ns,neg,33
33482,1225,害,v,neg,1
33484,1225,安装,v,neg,2
33485,1225,半天,m,neg,3
33489,1225,差,a,neg,4
33490,1225,评,n,neg,5
33495,1226,昨天,t,neg,1
33502,1226,降价,n,neg,2
33506,1226,垃圾,n,neg,3
33507,1227,加热,v,neg,1
33508,1227,速度,n,neg,2
33509,1227,贼,n,neg,3
33510,1227,几把,m,neg,4
33511,1227,慢,a,neg,5
33513,1228,真,d,neg,1
33514,1228,想,v,neg,2
33521,1228,冷水,n,neg,3
33525,1228,想,v,neg,4
33526,1228,洗,v,neg,5
33528,1228,热水澡,n,neg,6
33530,1229,玩意,n,neg,1
33532,1229,安装,v,neg,2
33533,1229,人员,n,neg,3
33534,1229,实在,v,neg,4
33535,1229,不敢恭维,l,neg,5
33539,1229,出租房,n,neg,6
33543,1229,旧机,n,neg,7
33544,1229,拆除,v,neg,8
33548,1229,旧管,n,neg,9
33549,1229,接口处,i,neg,10
33551,1229,胶粘,b,neg,11
33555,1229,安装,v,neg,12
33556,1229,人员,n,neg,13
33557,1229,只接,c,neg,14
33558,1229,剪断,v,neg,15
33563,1229,烫下,v,neg,16
33564,1229,接到,v,neg,17
33565,1229,旧管,n,neg,18
33568,1229,粘,v,neg,19
33572,1229,搞,v,neg,20
33577,1229,跑,v,neg,21
33583,1229,口,q,neg,22
33585,1229,安装,v,neg,23
33588,1229,试机,n,neg,24
33590,1229,不试,v,neg,25
33595,1229,插头,n,neg,26
33597,1229,要换,v,neg,27
33601,1229,插,v,neg,28
33604,1229,这款,r,neg,29
33605,1229,明明,t,neg,30
33607,1229,插头,n,neg,31
33612,1229,没看,v,neg,32
33614,1229,说出,v,neg,33
33617,1229,转接头,n,neg,34
33618,1229,就行了,l,neg,35
33621,1229,走,v,neg,36
33624,1229,昨晚,t,neg,37
33625,1229,试,v,neg,38
33629,1229,玩意,n,neg,39
33632,1229,加热,v,neg,40
33633,1229,温度,n,neg,41
33635,1229,度,q,neg,42
33643,1230,售后服务,l,neg,1
33644,1230,极差,n,neg,2
33646,1230,乱收费,n,neg,3
33648,1230,装完,v,neg,4
33652,1231,客服,n,neg,1
33654,1231,行,zg,neg,2
33657,1231,售后,n,neg,3
33658,1231,太,d,neg,4
33659,1231,差,a,neg,5
33661,1231,装完,v,neg,6
33664,1231,阀门,n,neg,7
33665,1231,漏水,n,neg,8
33667,1231,挺费,v,neg,9
33668,1231,事儿,n,neg,10
33675,1231,退换,v,neg,11
33677,1231,就让,v,neg,12
33679,1231,维修,v,neg,13
33683,1231,连看,v,neg,14
33685,1231,没看,v,neg,15
33689,1231,电话,n,neg,16
33692,1231,态度,n,neg,17
33694,1231,不好,d,neg,18
33697,1231,真服了,l,neg,19
33711,1231,懂,v,neg,20
33714,1231,态度,n,neg,21
33716,1231,点,m,neg,22
33717,1231,解决问题,n,neg,23
33723,1231,维修,v,neg,24
33725,1231,电话,n,neg,25
33727,1231,没接,v,neg,26
33729,1231,申请,v,neg,27
33730,1231,退货,v,neg,28
33735,1231,申请,v,neg,29
33736,1231,自动,vn,neg,30
33737,1231,取消,v,neg,31
33742,1231,系统,n,neg,32
33747,1231,认,v,neg,33
33751,1231,下次,t,neg,34
33754,1232,安装,v,neg,1
33755,1232,收,v,neg,2
33759,1232,打劫,v,neg,3
33764,1232,出门,v,neg,4
33767,1232,父亲,n,neg,5
33768,1232,预约,v,neg,6
33770,1232,安装,v,neg,7
33772,1232,收费,n,neg,8
33775,1232,人无语,i,neg,9
33778,1232,抢钱,v,neg,10
33781,1233,回来,v,neg,1
33782,1233,装上去,v,neg,2
33784,1233,遥控器,n,neg,3
33793,1233,情况,n,neg,4
33796,1234,几天,m,neg,1
33798,1234,降价,n,neg,2
33801,1234,不靠,v,neg,3
33802,1234,谱,v,neg,4
33804,1235,到货,v,neg,1
33806,1235,两天,m,neg,2
33813,1235,安装,v,neg,3
33819,1235,没人管,l,neg,4
33830,1236,服务,vn,neg,1
33831,1236,太度,n,neg,2
33835,1236,不敢相信,i,neg,3
33837,1236,特别,d,neg,4
33838,1236,牛,n,neg,5
33840,1236,安装,v,neg,6
33841,1236,人员,n,neg,7
33843,1236,明明,t,neg,8
33846,1236,装,v,neg,9
33847,1236,歪,v,neg,10
33850,1236,非,d,neg,11
33853,1236,歪,v,neg,12
33860,1236,姐,n,neg,13
33861,1236,眼神,n,neg,14
33862,1236,不好,d,neg,15
33869,1236,想法,v,neg,16
33870,1236,装,v,neg,17
33874,1236,省事,n,neg,18
33876,1236,装,v,neg,19
33879,1236,抱怨,v,neg,20
33881,1236,抱怨,v,neg,21
33885,1236,再也,d,neg,22
33888,1236,购物,n,neg,23
33890,1237,送货员,l,neg,1
33891,1237,台风,ns,neg,2
33893,1237,暴雨,n,neg,3
33895,1237,送过来,l,neg,4
33898,1237,安装,v,neg,5
33904,1237,无语,v,neg,6
33911,1238,上买,v,neg,1
33913,1238,东西,ns,neg,2
33923,1238,慢慢,d,neg,3
33924,1238,转,v,neg,4
33928,1239,安装,v,neg,1
33929,1239,师傅,nr,neg,2
33930,1239,不负责任,l,neg,3
33932,1239,打孔,v,neg,4
33934,1239,墙砖,n,neg,5
33935,1239,打碎,v,neg,6
33938,1239,无语,v,neg,7
33940,1240,差,a,neg,1
33941,1240,评,n,neg,2
33944,1240,差,a,neg,3
33945,1240,评,n,neg,4
33950,1240,品牌,n,neg,5
33951,1240,一点,m,neg,6
33952,1240,信用,n,neg,7
33956,1240,货,n,neg,8
33958,1240,开箱,n,neg,9
33960,1240,安装,v,neg,10
33961,1240,师傅,nr,neg,11
33962,1240,来开,v,neg,12
33964,1240,箱子,n,neg,13
33966,1240,安装,v,neg,14
33968,1240,发现,v,neg,15
33969,1240,磕碰,v,neg,16
33970,1240,掉,zg,neg,17
33971,1240,油漆,n,neg,18
33975,1240,卖加,v,neg,19
33977,1240,同意,d,neg,20
33978,1240,退款,v,neg,21
33979,1240,二十,m,neg,22
33983,1240,几天,m,neg,23
33985,1240,不退,v,neg,24
33988,1240,夜,tg,neg,25
33990,1240,回复,v,neg,26
33991,1240,夜,t,neg,27
33992,1240,不理,v,neg,28
33995,1240,售后,n,neg,29
33997,1241,不顺心,i,neg,1
34000,1241,网购,n,neg,2
34002,1241,安装,v,neg,3
34003,1241,师傅,nr,neg,4
34004,1241,乱收费,n,neg,5
34008,1241,来退,v,neg,6
34015,1241,打电话,l,neg,7
34016,1241,投诉,v,neg,8
34019,1242,机器,n,neg,1
34020,1242,不错,a,neg,2
34023,1242,品牌,n,neg,3
34024,1242,值得,v,neg,4
34025,1242,信赖,n,neg,5
34027,1242,安装,v,neg,6
34028,1242,差,a,neg,7
34029,1242,评,n,neg,8
34031,1242,满屋子,nr,neg,9
34032,1242,找遍,v,neg,10
34034,1242,说装,v,neg,11
34037,1242,墙,n,neg,12
34038,1242,太薄,a,neg,13
34042,1242,装,n,neg,14
34045,1242,找,v,neg,15
34048,1242,师父,n,neg,16
34049,1242,半小时,b,neg,17
34050,1242,装完,v,neg,18
34054,1242,语,ng,neg,19
34055,1243,安装费,n,neg,1
34058,1243,最少,d,neg,2
34060,1243,态度,n,neg,3
34061,1243,极差,n,neg,4
34063,1243,果断,d,neg,5
34064,1243,退货,v,neg,6
34065,1244,物流,n,neg,1
34066,1244,很快,d,neg,2
34068,1244,快递,v,neg,3
34070,1244,送到,v,neg,4
34071,1244,乡下,s,neg,5
34072,1244,楼上,s,neg,6
34074,1244,可气,v,neg,7
34077,1244,安装,v,neg,8
34079,1244,很丑,m,neg,9
34081,1244,第一次,m,neg,10
34082,1244,装,v,neg,11
34085,1244,进不去,v,neg,12
34086,1244,水,n,neg,13
34089,1244,安装,v,neg,14
34091,1244,增压泵,n,neg,15
34094,1244,同意,d,neg,16
34097,1244,第二天,m,neg,17
34100,1244,安,v,neg,18
34102,1244,增压泵,n,neg,19
34104,1244,装好,v,neg,20
34106,1244,走,v,neg,21
34112,1244,上班,v,neg,22
34115,1244,妈,n,neg,23
34116,1244,七十多岁,m,neg,24
34120,1244,懂,v,neg,25
34123,1244,晚上,t,neg,26
34125,1244,妈,n,neg,27
34126,1244,打电话,l,neg,28
34132,1244,出水,v,neg,29
34135,1244,不信,v,neg,30
34137,1244,第二天,m,neg,31
34138,1244,下班,v,neg,32
34140,1244,跑,v,neg,33
34141,1244,回家,n,neg,34
34146,1244,出水,v,neg,35
34148,1244,打电话,l,neg,36
34149,1244,问,n,neg,37
34150,1244,安装,v,neg,38
34151,1244,师傅,nr,neg,39
34155,1244,只能,v,neg,40
34166,1244,摆设,v,neg,41
34169,1244,安装,v,neg,42
34170,1244,材料费,n,neg,43
34172,1244,花,v,neg,44
34174,1244,五百多,m,neg,45
34181,1244,找,v,neg,46
34185,1244,来地,u,neg,47
34186,1244,混合阀,l,neg,48
34187,1244,重新安装,nz,neg,49
34193,1244,无语,v,neg,50
34198,1244,增压泵,n,neg,51
34199,1244,三百,m,neg,52
34200,1244,一十五,m,neg,53
34202,1244,混合阀,l,neg,54
34203,1244,一百三十,m,neg,55
34207,1244,没用,v,neg,56
34213,1244,镇上,v,neg,57
34218,1244,六十多,m,neg,58
34221,1244,材料费,n,neg,59
34222,1244,一百,m,neg,60
34225,1244,估计,v,neg,61
34227,1244,没用,v,neg,62
34229,1244,混合阀,l,neg,63
34233,1244,安装,v,neg,64
34238,1244,出水,v,neg,65
34242,1244,四片,m,neg,66
34247,1244,安装,v,neg,67
34249,1244,科学,n,neg,68
34252,1244,两根,m,neg,69
34253,1244,管子,n,neg,70
34256,1244,只用,v,neg,71
34257,1244,一根,m,neg,72
34263,1244,中,f,neg,73
34264,1244,间接,b,neg,74
34266,1244,接头,v,neg,75
34269,1244,外行,n,neg,76
34277,1244,安,v,neg,77
34279,1244,弯弯的,z,neg,78
34281,1244,安,v,neg,79
34286,1244,在家,r,neg,80
34289,1244,妈,n,neg,81
34294,1244,安,v,neg,82
34297,1244,好看,v,neg,83
34299,1244,安装,v,neg,84
34301,1244,说能,v,neg,85
34303,1244,就行了,l,neg,86
34306,1244,好看,v,neg,87
34307,1244,干嘛,n,neg,88
34318,1244,找,v,neg,89
34321,1244,简单,a,neg,90
34323,1244,拆装,v,neg,91
34324,1244,了下,v,neg,92
34325,1244,混合阀,l,neg,93
34331,1244,增压泵,n,neg,94
34333,1244,一百块,m,neg,95
34338,1244,收,v,neg,96
34339,1244,三百多,m,neg,97
34342,1244,商标名,n,neg,98
34344,1244,看不清,v,neg,99
34346,1245,包装,v,neg,1
34348,1245,打开,v,neg,2
34351,1245,明天,t,neg,3
34352,1245,师傅,nr,neg,4
34354,1245,安装,v,neg,5
34357,1245,送货,v,neg,6
34358,1245,师傅,nr,neg,7
34359,1245,态度,n,neg,8
34360,1245,够,zg,neg,9
34361,1245,差劲,n,neg,10
34364,1245,一个劲,d,neg,11
34366,1245,催,n,neg,12
34369,1245,一大早,l,neg,13
34373,1245,着急,a,neg,14
34375,1245,送别,v,neg,15
34376,1245,家,m,neg,16
34378,1245,货,n,neg,17
34386,1245,电话,n,neg,18
34388,1245,出门,v,neg,19
34389,1245,接,v,neg,20
34399,1245,送货,v,neg,21
34400,1245,师傅,nr,neg,22
34401,1245,态度,n,neg,23
34403,1245,挺好,a,neg,24
34408,1245,一通,m,neg,25
34409,1245,抱怨,v,neg,26
34413,1246,安装,v,neg,1
34414,1246,封顶,n,neg,2
34416,1246,装,v,neg,3
34422,1246,块钱,n,neg,4
34428,1246,坑人,n,neg,5
34430,1247,所有人,n,neg,1
34433,1247,沙比,nrt,neg,2
34438,1247,负责人,n,neg,3
34442,1247,东西,ns,neg,4
34443,1247,质量,n,neg,5
34444,1247,得不到,v,neg,6
34445,1247,保证,v,neg,7
34448,1247,售后,n,neg,8
34449,1247,保证,v,neg,9
34456,1247,后悔,v,neg,10
34457,1247,特别,d,neg,11
34461,1247,客服,n,neg,12
34463,1247,全,a,neg,13
34465,1247,死,v,neg,14
34468,1247,一群,m,neg,15
34469,1247,猪,n,neg,16
34471,1247,尼,j,neg,17
34472,1247,骂,v,neg,18
34475,1247,老子,n,neg,19
34478,1247,东西,ns,neg,20
34480,1247,老子,n,neg,21
34481,1247,糟心,a,neg,22
34484,1247,一个月,m,neg,23
34486,1247,东西,ns,neg,24
34487,1247,半个,m,neg,25
34488,1247,月,m,neg,26
34490,1247,发货,n,neg,27
34496,1247,解决不了,v,neg,28
34498,1247,库房,n,neg,29
34499,1247,推,v,neg,30
34500,1247,客服,n,neg,31
34502,1247,客服,n,neg,32
34504,1247,推,v,neg,33
34505,1247,明天,t,neg,34
34507,1247,明天,t,neg,35
34508,1247,推,v,neg,36
34509,1247,后天,t,neg,37
34513,1247,活着,v,neg,38
34517,1247,脑子里,n,neg,39
34520,1247,装,v,neg,40
34522,1247,屎,n,neg,41
34524,1247,老子,n,neg,42
34527,1247,网,n,neg,43
34529,1247,东西,ns,neg,44
34533,1247,服务,vn,neg,45
34539,1247,老子,n,neg,46
34545,1247,东西,ns,neg,47
34549,1247,老子,n,neg,48
34550,1247,找,v,neg,49
34552,1247,一肚子气,l,neg,50
34556,1247,老子,n,neg,51
34557,1247,承担责任,l,neg,52
34560,1247,客服,n,neg,53
34569,1247,全,a,neg,54
34571,1247,沙比,nrt,neg,55
34575,1247,死,v,neg,56
34578,1247,全,a,neg,57
34580,1247,猪脑子,n,neg,58
34590,1247,爸妈,n,neg,59
34592,1247,拿来,v,neg,60
34593,1247,发誓,v,neg,61
34596,1247,解决问题,n,neg,62
34598,1247,死,v,neg,63
34599,1247,全家,n,neg,64
34602,1248,购买,v,neg,1
34604,1248,电,n,neg,2
34606,1248,四天,m,neg,3
34613,1248,上门,ns,neg,4
34614,1248,安装,v,neg,5
34618,1248,来电,v,neg,6
34622,1248,着急,a,neg,7
34626,1248,麻烦,an,neg,8
34630,1248,谢谢,nr,neg,9
34632,1249,安装工,n,neg,1
34636,1249,管件,n,neg,2
34638,1249,不行,v,neg,3
34640,1249,得用,v,neg,4
34646,1249,老化,n,neg,5
34654,1250,告诉,v,neg,1
34658,1250,负责,v,neg,2
34659,1250,安装,v,neg,3
34661,1250,客服,n,neg,4
34662,1250,电话,n,neg,5
34665,1250,几十次,m,neg,6
34667,1250,没人管,l,neg,7
34669,1250,投诉,v,neg,8
34671,1250,没人,v,neg,9
34672,1250,回,v,neg,10
34676,1250,理解,v,neg,11
34678,1250,还好,v,neg,12
34681,1250,工程师,n,neg,13
34685,1250,这一,r,neg,14
34686,1250,星,n,neg,15
34691,1250,售后,n,neg,16
34692,1251,太,d,neg,1
34693,1251,坑人,n,neg,2
34695,1251,买回来,l,neg,3
34696,1251,新,a,neg,4
34698,1251,遥控器,n,neg,5
34702,1251,补发,v,neg,6
34709,1251,售后,n,neg,7
34713,1251,原因,n,neg,8
34715,1251,售后,n,neg,9
34718,1251,显示,v,neg,10
34719,1251,板,ng,neg,11
34723,1251,要来,v,neg,12
34724,1251,修,v,neg,13
34728,1251,买来,v,neg,14
34729,1251,新机,n,neg,15
34736,1251,质量,n,neg,16
34740,1251,设置,vn,neg,17
34741,1251,加热,v,neg,18
34742,1251,到度,d,neg,19
34745,1251,烧,v,neg,20
34746,1251,不到,v,neg,21
34748,1251,隔,v,neg,22
34749,1251,一夜,m,neg,23
34750,1251,没人用,l,neg,24
34752,1251,情况,n,neg,25
34756,1251,度,zg,neg,26
34763,1251,问,n,neg,27
34764,1251,客服,n,neg,28
34766,1251,人工,n,neg,29
34767,1251,客服,n,neg,30
34768,1251,回答,v,neg,31
34770,1251,可快,v,neg,32
34779,1251,问,n,neg,33
34783,1251,人工,n,neg,34
34784,1251,客服,n,neg,35
34785,1251,回答,v,neg,36
34791,1251,产品,n,neg,37
34796,1251,失败,v,neg,38
34800,1251,网购,n,neg,39
34802,1251,年,m,neg,40
34805,1251,没给,v,neg,41
34807,1251,差,a,neg,42
34808,1251,评,n,neg,43
34812,1251,第一次,m,neg,44
34814,1251,最少,d,neg,45
34817,1251,一颗,m,neg,46
34818,1251,星,n,neg,47
34822,1251,一颗,m,neg,48
34823,1251,星,n,neg,49
34825,1251,不想,v,neg,50
34834,1251,东西,ns,neg,51
34839,1251,好评,v,neg,52
34847,1251,真气,n,neg,53
34849,1252,这一,r,neg,1
34850,1252,星,n,neg,2
34853,1252,快递,v,neg,3
34856,1252,快递,v,neg,4
34857,1252,太,d,neg,5
34859,1252,鸡,n,neg,6
34862,1252,快递,v,neg,7
34863,1252,第二天,m,neg,8
34865,1252,县城,n,neg,9
34869,1252,第二天,m,neg,10
34870,1252,下午,t,neg,11
34871,1252,送,v,neg,12
34873,1252,安装,v,neg,13
34874,1252,师傅,nr,neg,14
34876,1252,用心,n,neg,15
34878,1252,收费,n,neg,16
34880,1252,透明,v,neg,17
34883,1252,感谢,v,neg,18
34885,1253,还好,v,neg,1
34889,1253,遥控器,n,neg,2
34891,1253,电池,n,neg,3
34893,1253,安装,v,neg,4
34899,1253,鸡肋,n,neg,5
34901,1253,东西,ns,neg,6
34903,1253,一点,m,neg,7
34912,1253,电池,n,neg,8
34914,1253,弄,v,neg,9
34916,1253,半天,m,neg,10
34917,1253,电池,n,neg,11
34919,1253,弄,v,neg,12
34923,1254,明明,t,neg,1
34925,1254,客服,n,neg,2
34926,1254,沟通,v,neg,3
34929,1254,备注,v,neg,4
34931,1254,十二点,m,neg,5
34932,1254,前,f,neg,6
34933,1254,送达,v,neg,7
34936,1254,拖到,v,neg,8
34937,1254,点,q,neg,9
34939,1254,到货,v,neg,10
34949,1254,货在车,n,neg,11
34958,1254,预约,v,neg,12
34960,1254,安装,v,neg,13
34961,1254,师傅,nr,neg,14
34962,1254,点,m,neg,15
34963,1254,安装,v,neg,16
34966,1254,货,n,neg,17
34972,1255,买上,v,neg,1
34973,1255,明天,t,neg,2
34975,1255,掉价,v,neg,3
34977,1256,加热,v,neg,1
34978,1256,太慢,a,neg,2
34981,1256,打开,v,neg,3
34986,1256,烧,v,neg,4
34989,1256,小时,n,neg,5
34993,1256,烧到,v,neg,6
34998,1256,说好,v,neg,7
35002,1256,材料,n,neg,8
35004,1256,安装,v,neg,9
35007,1256,安装,v,neg,10
35009,1256,师父,n,neg,11
35015,1256,材料,n,neg,12
35019,1256,安装费,n,neg,13
35023,1256,售后,n,neg,14
35024,1256,打电话,l,neg,15
35038,1256,拧上,v,neg,16
35042,1256,拧,v,neg,17
35043,1256,坏,a,neg,18
35045,1256,算,v,neg,19
35051,1256,拧,v,neg,20
35057,1256,客服,n,neg,21
35058,1256,打电话,l,neg,22
35059,1256,问问,n,neg,23
35069,1256,客服,n,neg,24
35071,1256,安装,v,neg,25
35072,1256,师傅,nr,neg,26
35075,1256,提供,v,neg,27
35076,1256,材料,n,neg,28
35080,1256,漏水,n,neg,29
35084,1256,提供,v,neg,30
35086,1256,材料,n,neg,31
35088,1256,角阀,n,neg,32
35094,1256,缠,v,neg,33
35096,1256,防水,v,neg,34
35098,1256,胶带,n,neg,35
35101,1256,真,d,neg,36
35106,1256,漏水,n,neg,37
35119,1256,材料,n,neg,38
35121,1256,公司,n,neg,39
35124,1256,钱,n,neg,40
35128,1256,提供,v,neg,41
35129,1256,材料,n,neg,42
35134,1256,糊弄人,i,neg,43
35137,1256,下回,v,neg,44
35138,1256,真,d,neg,45
35141,1256,东西,ns,neg,46
35143,1256,服务,vn,neg,47
35144,1256,太,d,neg,48
35145,1256,差,a,neg,49
35147,1257,差,a,neg,1
35148,1257,评,n,neg,2
35151,1257,价格,n,neg,3
35155,1257,第一天,m,neg,4
35160,1257,八百多,m,neg,5
35169,1257,九百多,m,neg,6
35172,1257,买完,v,neg,7
35176,1257,八百多,m,neg,8
35180,1257,客服,n,neg,9
35181,1257,咨询,vn,neg,10
35186,1257,回答,v,neg,11
35187,1257,顾客,nr,neg,12
35192,1257,含糊不清,l,neg,13
35193,1258,物流,n,neg,1
35195,1258,安装,v,neg,2
35197,1258,不错,a,neg,3
35200,1258,安装,v,neg,4
35201,1258,费用,n,neg,5
35202,1258,太贵,nr,neg,6
35205,1258,说好,v,neg,7
35208,1258,封顶,n,neg,8
35211,1258,花,v,neg,9
35216,1258,实在,v,neg,10
35219,1258,气愤,n,neg,11
35223,1258,欺诈,vn,neg,12
35224,1258,消费者,n,neg,13
35226,1258,现象,n,neg,14
35228,1258,请,v,neg,15
35230,1258,购买,v,neg,16
35233,1258,问好,v,neg,17
35234,1258,安装,v,neg,18
35239,1258,投诉,v,neg,19
35242,1258,相关,v,neg,20
35244,1259,特别,d,neg,1
35249,1259,洗澡,v,neg,2
35252,1259,快点,d,neg,3
35253,1259,洗,v,neg,4
35257,1259,热水,n,neg,5
35261,1259,推荐,v,neg,6
35262,1259,购买,v,neg,7
35267,1260,花,v,neg,1
35269,1260,多元,m,neg,2
35271,1260,专业,n,neg,3
35272,1260,师傅,nr,neg,4
35273,1260,安装,v,neg,5
35275,1260,两台,m,neg,6
35278,1260,当天,t,neg,7
35280,1260,时间,n,neg,8
35282,1260,监督,vn,neg,9
35283,1260,安装,v,neg,10
35286,1260,安装,v,neg,11
35287,1260,工艺,n,neg,12
35294,1260,师傅,nr,neg,13
35296,1260,重装,n,neg,14
35302,1260,请问,v,neg,15
35306,1260,卖,v,neg,16
35308,1260,请问,v,neg,17
35311,1260,只管,c,neg,18
35312,1260,收,v,neg,19
35313,1260,材料费,n,neg,20
35315,1260,安装,v,neg,21
35317,1260,免费,vn,neg,22
35322,1260,瞎搞,v,neg,23
35324,1260,请问,v,neg,24
35325,1260,安装,v,neg,25
35329,1260,监督,vn,neg,26
35332,1260,差,a,neg,27
35334,1260,安装,v,neg,28
35335,1260,工艺,n,neg,29
35337,1260,好意思,l,neg,30
35338,1260,收取,v,neg,31
35340,1260,贵,a,neg,32
35342,1260,材料费,n,neg,33
35345,1260,一群,m,neg,34
35346,1260,乌合之众,i,neg,35
35348,1261,送来,v,neg,1
35349,1261,几天,m,neg,2
35351,1261,装,v,neg,3
35353,1261,电话,n,neg,4
35356,1262,配送,v,neg,1
35357,1262,很快,d,neg,2
35359,1262,包装,v,neg,3
35360,1262,完好,a,neg,4
35365,1262,天,q,neg,5
35371,1262,安装,v,neg,6
35373,1262,事,n,neg,7
35376,1262,情况,n,neg,8
35386,1262,好评,v,neg,9
35389,1262,售后,n,neg,10
35396,1262,投诉,v,neg,11
35399,1263,差,a,neg,1
35400,1263,评,n,neg,2
35403,1263,糟糕,a,neg,3
35405,1263,第一,m,neg,4
35406,1263,发来,v,neg,5
35408,1263,划痕,n,neg,6
35410,1263,有块,r,neg,7
35412,1263,漆,z,neg,8
35414,1263,返回,v,neg,9
35416,1263,第二次,m,neg,10
35417,1263,发来,v,neg,11
35423,1263,厂家,n,neg,12
35424,1263,有没有,v,neg,13
35425,1263,检查,vn,neg,14
35427,1263,太,d,neg,15
35428,1263,马虎,nr,neg,16
35433,1263,两次,m,neg,17
35434,1263,发来,v,neg,18
35436,1263,图片,n,neg,19
35439,1263,建议,n,neg,20
35442,1263,网上,s,neg,21
35446,1263,说不,l,neg,22
35447,1263,影响,vn,neg,23
35455,1263,完好无损,i,neg,24
35460,1264,两个,m,neg,1
35461,1264,月,m,neg,2
35462,1264,降价,n,neg,3
35463,1264,一百,m,neg,4
35467,1264,伤心,n,neg,5
35469,1265,安装,v,neg,1
35470,1265,师傅,nr,neg,2
35471,1265,乱,d,neg,3
35472,1265,要价,n,neg,4
35481,1265,说不,l,neg,5
35482,1265,超过,v,neg,6
35484,1265,安装,v,neg,7
35488,1265,真不知道,i,neg,8
35492,1265,管理,vn,neg,9
35495,1265,最差,a,neg,10
35498,1265,购物,n,neg,11
35501,1266,难看,v,neg,1
35503,1266,安装,v,neg,2
35506,1266,偏,a,neg,3
35508,1266,太,d,neg,4
35512,1267,商品质量,n,neg,1
35513,1267,差,a,neg,2
35516,1267,差,a,neg,3
35518,1267,价保,n,neg,4
35520,1267,不行,v,neg,5
35522,1267,客服,n,neg,6
35523,1267,服务态度,n,neg,7
35524,1267,不好,d,neg,8
35526,1267,能力,n,neg,9
35528,1267,差,a,neg,10
35530,1267,问,n,neg,11
35531,1267,点,m,neg,12
35533,1267,换,v,neg,13
35535,1267,好几个,m,neg,14
35536,1267,客服,n,neg,15
35541,1267,事,n,neg,16
35542,1267,忘记,v,neg,17
35545,1267,撩,v,neg,18
35546,1267,一遍,m,neg,19
35549,1267,妹,n,neg,20
35554,1267,宿迁,nr,neg,21
35555,1267,客服,n,neg,22
35556,1267,专员,n,neg,23
35557,1267,服务,vn,neg,24
35559,1267,差,a,neg,25
35564,1267,一顿,m,neg,26
35565,1267,气,n,neg,27
35571,1267,电,n,neg,28
35572,1267,送货,v,neg,29
35573,1267,师傅,nr,neg,30
35575,1267,一点,m,neg,31
35577,1267,真的,d,neg,32
35578,1267,早,a,neg,33
35579,1267,跨,v,neg,34
35582,1267,没意思,l,neg,35
35589,1268,投诉,v,neg,1
35591,1268,安装,v,neg,2
35592,1268,人员,n,neg,3
35594,1268,安装,v,neg,4
35595,1268,时,n,neg,5
35598,1268,在家,r,neg,6
35605,1268,安装,v,neg,7
35608,1268,家,q,neg,8
35610,1268,发现,v,neg,9
35611,1268,安装,v,neg,10
35612,1268,完离,v,neg,11
35613,1268,插座,n,neg,12
35614,1268,差,a,neg,13
35615,1268,几厘米,m,neg,14
35617,1268,只能,v,neg,15
35618,1268,新安,ns,neg,16
35620,1268,插座,n,neg,17
35625,1268,脱,v,neg,18
35627,1268,裤子,n,neg,19
35628,1268,放屁,v,neg,20
35629,1268,多此一举,l,neg,21
35632,1268,事先,d,neg,22
35642,1268,差,a,neg,23
35643,1268,评,n,neg,24
35644,1269,几百块,m,neg,1
35648,1269,安装费,n,neg,2
35651,1269,两根,m,neg,3
35652,1269,管子,n,neg,4
35657,1269,厘米,q,neg,5
35660,1269,两个,m,neg,6
35661,1269,阀门,n,neg,7
35668,1269,抢钱,v,neg,8
35673,1269,搭架子,n,neg,9
35679,1269,东西,ns,neg,10
35680,1269,安装,v,neg,11
35684,1269,块钱,n,neg,12
